Freq	to_id	from_id
42	to_42	from_9
42	to_42	from_4
42	to_42	from_5
42	to_42	from_28
42	to_42	from_6
42	to_42	from_67
42	to_42	from_7
42	to_42	from_15
42	to_42	from_17
61	to_43	from_16
61	to_43	from_7
61	to_43	from_4
61	to_43	from_15
61	to_43	from_36
61	to_43	from_11
61	to_43	from_3
61	to_43	from_6
61	to_43	from_5
61	to_43	from_1
61	to_43	from_28
61	to_43	from_20
61	to_43	from_10
61	to_43	from_44
61	to_43	from_8
61	to_43	from_2
35	to_44	from_3
35	to_44	from_41
35	to_44	from_38
35	to_44	from_36
35	to_44	from_12
35	to_44	from_20
35	to_44	from_10
35	to_44	from_11
35	to_44	from_28
